AnzscoCode,Level,Date,NoOfVacancies,State,Title
2A,3,01/04/2006,67.47,NT,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2006,18.68,NT,Information Professionals
2C,3,01/04/2006,13.59,NT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2006,22.2,NT,"Transport and Design Professionals, and Architects"
2E,3,01/04/2006,39.91,NT,Engineers
2F,3,01/04/2006,24.2,NT,Science Professionals and Veterinarians
2G,3,01/04/2006,17.73,NT,Health Diagnostic and Therapy Professionals
2H,3,01/04/2006,39.19,NT,Medical Practitioners and Nurses
3,2,01/04/2006,434.02,NT,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2006,45.89,NT,"Engineering, ICT and Science Technicians"
32,3,01/04/2006,143.96,NT,Automotive and Engineering Trades Workers
33,3,01/04/2006,55.55,NT,Construction Trades Workers
34,3,01/04/2006,50.86,NT,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2006,91.01,NT,Food Trades Workers
36,3,01/04/2006,12.74,NT,Skilled Animal and Horticultural Workers
3A,3,01/04/2006,25.41,NT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2006,14.21,NT,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2006,261.18,NT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2006,25.48,NT,Health and Welfare Support Workers
42,3,01/04/2006,62.55,NT,Carers and Aides
43,3,01/04/2006,110.68,NT,Hospitality Workers
44,3,01/04/2006,26.25,NT,Protective Service Workers
45,3,01/04/2006,33.39,NT,"Sports, Travel and Personal Service Workers"
5,2,01/04/2006,411.94,NT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2006,57.75,NT,Numerical Clerks
56,3,01/04/2006,7.65,NT,Clerical and Office Support Workers
59,3,01/04/2006,30.4,NT,Other Clerical and Administrative Workers
5A,3,01/04/2006,69.3,NT,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2006,247.5,NT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2006,224.35,NT,SALES WORKERS
61,3,01/04/2006,52.85,NT,Sales Representatives and Agents
62,3,01/04/2006,140.7,NT,Sales Assistants and Salespersons
63,3,01/04/2006,21.85,NT,Sales Support Workers
7,2,01/04/2006,200.72,NT,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2006,27.89,NT,Machine and Stationary Plant Operators
72,3,01/04/2006,33.39,NT,Mobile Plant Operators
7A,3,01/04/2006,137.95,NT,Drivers and Storepersons
8,2,01/04/2006,484.05,NT,LABOURERS
81,3,01/04/2006,100.44,NT,Cleaners and Laundry Workers
82,3,01/04/2006,35.5,NT,Construction and Mining Labourers
83,3,01/04/2006,14.4,NT,Factory Process Workers
84,3,01/04/2006,28.75,NT,"Farm, Forestry and Garden Workers"
85,3,01/04/2006,49.17,NT,Food Preparation Assistants
89,3,01/04/2006,257.51,NT,Other Labourers
0,1,01/04/2006,3492.46,ACT,ACT TOTAL
1,2,01/04/2006,453.82,ACT,MANAGERS
11,3,01/04/2006,5.15,ACT,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2006,0.11,ACT,Farmers and Farm Managers
14,3,01/04/2006,115.52,ACT,"Hospitality, Retail and Service Managers"
1A,3,01/04/2006,154.45,ACT,Corporate Managers
1B,3,01/04/2006,136.53,ACT,"Construction, Production and Distribution Managers"
1C,3,01/04/2006,36.21,ACT,"Health, Education, ICT and Other Managers"
2,2,01/04/2006,1437,ACT,PROFESSIONALS
21,3,01/04/2006,59.92,ACT,Arts and Media Professionals
24,3,01/04/2006,29.92,ACT,Education Professionals
26,3,01/04/2006,838.77,ACT,ICT Professionals
27,3,01/04/2006,74.1,ACT,"Legal, Social and Welfare Professionals"
2A,3,01/04/2006,234.82,ACT,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2006,67.4,ACT,Information Professionals
2C,3,01/04/2006,30.81,ACT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2006,36.84,ACT,"Transport and Design Professionals, and Architects"
2E,3,01/04/2006,26.48,ACT,Engineers
2F,3,01/04/2006,2.25,ACT,Science Professionals and Veterinarians
2G,3,01/04/2006,15.46,ACT,Health Diagnostic and Therapy Professionals
2H,3,01/04/2006,16.07,ACT,Medical Practitioners and Nurses
3,2,01/04/2006,243.15,ACT,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2006,116.76,ACT,"Engineering, ICT and Science Technicians"
32,3,01/04/2006,21.43,ACT,Automotive and Engineering Trades Workers
33,3,01/04/2006,16.13,ACT,Construction Trades Workers
34,3,01/04/2006,31.71,ACT,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2006,30.17,ACT,Food Trades Workers
36,3,01/04/2006,3.72,ACT,Skilled Animal and Horticultural Workers
3A,3,01/04/2006,6.81,ACT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2006,15.25,ACT,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2006,138.68,ACT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2006,3.01,ACT,Health and Welfare Support Workers
42,3,01/04/2006,33.55,ACT,Carers and Aides
43,3,01/04/2006,55.67,ACT,Hospitality Workers
44,3,01/04/2006,25.2,ACT,Protective Service Workers
45,3,01/04/2006,20.33,ACT,"Sports, Travel and Personal Service Workers"
5,2,01/04/2006,651.43,ACT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2006,120.73,ACT,Numerical Clerks
56,3,01/04/2006,19.71,ACT,Clerical and Office Support Workers
59,3,01/04/2006,32.97,ACT,Other Clerical and Administrative Workers
5A,3,01/04/2006,165.88,ACT,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2006,317.13,ACT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2006,271.64,ACT,SALES WORKERS
61,3,01/04/2006,66.5,ACT,Sales Representatives and Agents
62,3,01/04/2006,194.45,ACT,Sales Assistants and Salespersons
63,3,01/04/2006,14.51,ACT,Sales Support Workers
7,2,01/04/2006,66.44,ACT,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2006,4.67,ACT,Machine and Stationary Plant Operators
72,3,01/04/2006,9.41,ACT,Mobile Plant Operators
7A,3,01/04/2006,52.53,ACT,Drivers and Storepersons
8,2,01/04/2006,223.88,ACT,LABOURERS
81,3,01/04/2006,66.28,ACT,Cleaners and Laundry Workers
82,3,01/04/2006,8.83,ACT,Construction and Mining Labourers
83,3,01/04/2006,26.81,ACT,Factory Process Workers
84,3,01/04/2006,3.01,ACT,"Farm, Forestry and Garden Workers"
85,3,01/04/2006,28.44,ACT,Food Preparation Assistants
89,3,01/04/2006,84.14,ACT,Other Labourers
0,1,01/04/2007,265070.44,AUST,AUSTRALIAN TOTAL
1,2,01/04/2007,27324.75,AUST,MANAGERS
11,3,01/04/2007,647.71,AUST,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2007,112.53,AUST,Farmers and Farm Managers
14,3,01/04/2007,5567.23,AUST,"Hospitality, Retail and Service Managers"
1A,3,01/04/2007,11448.44,AUST,Corporate Managers
1B,3,01/04/2007,7577.92,AUST,"Construction, Production and Distribution Managers"
1C,3,01/04/2007,1956.32,AUST,"Health, Education, ICT and Other Managers"
2,2,01/04/2007,67180.91,AUST,PROFESSIONALS
21,3,01/04/2007,1221.66,AUST,Arts and Media Professionals
24,3,01/04/2007,1678.16,AUST,Education Professionals
26,3,01/04/2007,17071.28,AUST,ICT Professionals
27,3,01/04/2007,5565.83,AUST,"Legal, Social and Welfare Professionals"
2A,3,01/04/2007,18459.25,AUST,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2007,2024.66,AUST,Information Professionals
2C,3,01/04/2007,3263.22,AUST,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2007,3263.21,AUST,"Transport and Design Professionals, and Architects"
2E,3,01/04/2007,8323.43,AUST,Engineers
2F,3,01/04/2007,1481.47,AUST,Science Professionals and Veterinarians
2G,3,01/04/2007,1808.4,AUST,Health Diagnostic and Therapy Professionals
2H,3,01/04/2007,3015.87,AUST,Medical Practitioners and Nurses
3,2,01/04/2007,29291.72,AUST,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2007,7714.32,AUST,"Engineering, ICT and Science Technicians"
32,3,01/04/2007,6811.01,AUST,Automotive and Engineering Trades Workers
33,3,01/04/2007,3342.9,AUST,Construction Trades Workers
34,3,01/04/2007,2786.76,AUST,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2007,4679.24,AUST,Food Trades Workers
36,3,01/04/2007,1132.88,AUST,Skilled Animal and Horticultural Workers
3A,3,01/04/2007,2233.12,AUST,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2007,578.58,AUST,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2007,14801.87,AUST,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2007,849.11,AUST,Health and Welfare Support Workers
42,3,01/04/2007,4603.73,AUST,Carers and Aides
43,3,01/04/2007,5838.37,AUST,Hospitality Workers
44,3,01/04/2007,1367.24,AUST,Protective Service Workers
45,3,01/04/2007,2236.2,AUST,"Sports, Travel and Personal Service Workers"
5,2,01/04/2007,54173.58,AUST,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2007,13148.17,AUST,Numerical Clerks
56,3,01/04/2007,1163.79,AUST,Clerical and Office Support Workers
59,3,01/04/2007,5893.13,AUST,Other Clerical and Administrative Workers
5A,3,01/04/2007,9782.41,AUST,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2007,24256.5,AUST,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2007,27515,AUST,SALES WORKERS
61,3,01/04/2007,8314.77,AUST,Sales Representatives and Agents
62,3,01/04/2007,16339.5,AUST,Sales Assistants and Salespersons
63,3,01/04/2007,2918.99,AUST,Sales Support Workers
7,2,01/04/2007,14377.64,AUST,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2007,2703.56,AUST,Machine and Stationary Plant Operators
72,3,01/04/2007,2811,AUST,Mobile Plant Operators
7A,3,01/04/2007,8933.58,AUST,Drivers and Storepersons
8,2,01/04/2007,30546.47,AUST,LABOURERS
81,3,01/04/2007,5008.35,AUST,Cleaners and Laundry Workers
82,3,01/04/2007,1949.56,AUST,Construction and Mining Labourers
83,3,01/04/2007,4497.41,AUST,Factory Process Workers
84,3,01/04/2007,2226.59,AUST,"Farm, Forestry and Garden Workers"
85,3,01/04/2007,2661.97,AUST,Food Preparation Assistants
89,3,01/04/2007,14460.53,AUST,Other Labourers
0,1,01/04/2007,89060.35,NSW,NSW TOTAL
1,2,01/04/2007,10778.96,NSW,MANAGERS
11,3,01/04/2007,216.51,NSW,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2007,33.55,NSW,Farmers and Farm Managers
14,3,01/04/2007,1778.21,NSW,"Hospitality, Retail and Service Managers"
1A,3,01/04/2007,5326.07,NSW,Corporate Managers
1B,3,01/04/2007,2644.84,NSW,"Construction, Production and Distribution Managers"
1C,3,01/04/2007,795.01,NSW,"Health, Education, ICT and Other Managers"
2,2,01/04/2007,26176.46,NSW,PROFESSIONALS
21,3,01/04/2007,497.55,NSW,Arts and Media Professionals
24,3,01/04/2007,602.41,NSW,Education Professionals
26,3,01/04/2007,8133.23,NSW,ICT Professionals
27,3,01/04/2007,1796.39,NSW,"Legal, Social and Welfare Professionals"
2A,3,01/04/2007,7971.69,NSW,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2007,818.37,NSW,Information Professionals
2C,3,01/04/2007,1563.17,NSW,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2007,1112.72,NSW,"Transport and Design Professionals, and Architects"
2E,3,01/04/2007,2223.79,NSW,Engineers
2F,3,01/04/2007,286.13,NSW,Science Professionals and Veterinarians
2G,3,01/04/2007,523.3,NSW,Health Diagnostic and Therapy Professionals
2H,3,01/04/2007,842.14,NSW,Medical Practitioners and Nurses
3,2,01/04/2007,7671.48,NSW,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2007,2324.34,NSW,"Engineering, ICT and Science Technicians"
32,3,01/04/2007,1587.98,NSW,Automotive and Engineering Trades Workers
33,3,01/04/2007,851.99,NSW,Construction Trades Workers
34,3,01/04/2007,804.46,NSW,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2007,1087.27,NSW,Food Trades Workers
36,3,01/04/2007,337.19,NSW,Skilled Animal and Horticultural Workers
3A,3,01/04/2007,533.79,NSW,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2007,162.93,NSW,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2007,4350.28,NSW,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2007,280.17,NSW,Health and Welfare Support Workers
42,3,01/04/2007,1371.85,NSW,Carers and Aides
43,3,01/04/2007,1623.62,NSW,Hospitality Workers
44,3,01/04/2007,431.42,NSW,Protective Service Workers
45,3,01/04/2007,659.13,NSW,"Sports, Travel and Personal Service Workers"
5,2,01/04/2007,19733.47,NSW,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2007,5293.85,NSW,Numerical Clerks
56,3,01/04/2007,284.29,NSW,Clerical and Office Support Workers
59,3,01/04/2007,2246.59,NSW,Other Clerical and Administrative Workers
5A,3,01/04/2007,3714.98,NSW,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2007,8342.76,NSW,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2007,9560.79,NSW,SALES WORKERS
61,3,01/04/2007,3305.31,NSW,Sales Representatives and Agents
62,3,01/04/2007,5216.79,NSW,Sales Assistants and Salespersons
63,3,01/04/2007,1056.04,NSW,Sales Support Workers
7,2,01/04/2007,3425.07,NSW,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2007,539.44,NSW,Machine and Stationary Plant Operators
72,3,01/04/2007,700.99,NSW,Mobile Plant Operators
7A,3,01/04/2007,2230.25,NSW,Drivers and Storepersons
8,2,01/04/2007,7458.08,NSW,LABOURERS
81,3,01/04/2007,1140.32,NSW,Cleaners and Laundry Workers
82,3,01/04/2007,408.06,NSW,Construction and Mining Labourers
83,3,01/04/2007,1027.17,NSW,Factory Process Workers
84,3,01/04/2007,495.21,NSW,"Farm, Forestry and Garden Workers"
85,3,01/04/2007,705.76,NSW,Food Preparation Assistants
89,3,01/04/2007,3765.32,NSW,Other Labourers
0,1,01/04/2007,62143.7,VIC,VIC TOTAL
1,2,01/04/2007,6474.32,VIC,MANAGERS
11,3,01/04/2007,118.26,VIC,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2007,25.78,VIC,Farmers and Farm Managers
14,3,01/04/2007,1327.89,VIC,"Hospitality, Retail and Service Managers"
1A,3,01/04/2007,2726.87,VIC,Corporate Managers
1B,3,01/04/2007,1713.2,VIC,"Construction, Production and Distribution Managers"
1C,3,01/04/2007,563.28,VIC,"Health, Education, ICT and Other Managers"
2,2,01/04/2007,15730.46,VIC,PROFESSIONALS
21,3,01/04/2007,277.95,VIC,Arts and Media Professionals
24,3,01/04/2007,439.08,VIC,Education Professionals
26,3,01/04/2007,4401.43,VIC,ICT Professionals
27,3,01/04/2007,1634.7,VIC,"Legal, Social and Welfare Professionals"
2A,3,01/04/2007,4331.99,VIC,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2007,509.83,VIC,Information Professionals
2C,3,01/04/2007,792.83,VIC,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2007,695.14,VIC,"Transport and Design Professionals, and Architects"
2E,3,01/04/2007,1419.94,VIC,Engineers
2F,3,01/04/2007,188.82,VIC,Science Professionals and Veterinarians
2G,3,01/04/2007,370.52,VIC,Health Diagnostic and Therapy Professionals
2H,3,01/04/2007,773.01,VIC,Medical Practitioners and Nurses
3,2,01/04/2007,6783.35,VIC,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2007,1758.23,VIC,"Engineering, ICT and Science Technicians"
32,3,01/04/2007,1575.07,VIC,Automotive and Engineering Trades Workers
33,3,01/04/2007,783.09,VIC,Construction Trades Workers
34,3,01/04/2007,424.34,VIC,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2007,1194.75,VIC,Food Trades Workers
36,3,01/04/2007,269.26,VIC,Skilled Animal and Horticultural Workers
3A,3,01/04/2007,659.93,VIC,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2007,115.16,VIC,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2007,3621.58,VIC,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2007,148.59,VIC,Health and Welfare Support Workers
42,3,01/04/2007,1272.63,VIC,Carers and Aides
43,3,01/04/2007,1329.94,VIC,Hospitality Workers
44,3,01/04/2007,339.24,VIC,Protective Service Workers
45,3,01/04/2007,531.25,VIC,"Sports, Travel and Personal Service Workers"
5,2,01/04/2007,12475.66,VIC,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2007,3010.71,VIC,Numerical Clerks
56,3,01/04/2007,230.23,VIC,Clerical and Office Support Workers
59,3,01/04/2007,1427.5,VIC,Other Clerical and Administrative Workers
5A,3,01/04/2007,2287.03,VIC,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2007,5537.11,VIC,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2007,6892.13,VIC,SALES WORKERS
61,3,01/04/2007,1968.79,VIC,Sales Representatives and Agents
62,3,01/04/2007,4178.49,VIC,Sales Assistants and Salespersons
63,3,01/04/2007,776.14,VIC,Sales Support Workers
7,2,01/04/2007,3259.15,VIC,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2007,619.37,VIC,Machine and Stationary Plant Operators
72,3,01/04/2007,576.57,VIC,Mobile Plant Operators
7A,3,01/04/2007,2077.1,VIC,Drivers and Storepersons
8,2,01/04/2007,6904.26,VIC,LABOURERS
81,3,01/04/2007,1049.55,VIC,Cleaners and Laundry Workers
82,3,01/04/2007,363.21,VIC,Construction and Mining Labourers
83,3,01/04/2007,1359.05,VIC,Factory Process Workers
84,3,01/04/2007,508.17,VIC,"Farm, Forestry and Garden Workers"
85,3,01/04/2007,524.62,VIC,Food Preparation Assistants
89,3,01/04/2007,3116.64,VIC,Other Labourers
0,1,01/04/2007,62611.47,QLD,QLD TOTAL
1,2,01/04/2007,5373.9,QLD,MANAGERS
11,3,01/04/2007,161.15,QLD,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2007,25.51,QLD,Farmers and Farm Managers
14,3,01/04/2007,1309.42,QLD,"Hospitality, Retail and Service Managers"
1A,3,01/04/2007,1798.35,QLD,Corporate Managers
1B,3,01/04/2007,1771.31,QLD,"Construction, Production and Distribution Managers"
1C,3,01/04/2007,314.74,QLD,"Health, Education, ICT and Other Managers"
2,2,01/04/2007,13524.43,QLD,PROFESSIONALS
21,3,01/04/2007,224.77,QLD,Arts and Media Professionals
24,3,01/04/2007,278.53,QLD,Education Professionals
26,3,01/04/2007,1929.48,QLD,ICT Professionals
27,3,01/04/2007,1417.72,QLD,"Legal, Social and Welfare Professionals"
2A,3,01/04/2007,3392.58,QLD,"Business, Finance and Human Resource Professionals"
2B,3,01/04/2007,329.23,QLD,Information Professionals
2C,3,01/04/2007,506.32,QLD,"Sales, Marketing & Public Relations Professionals"
2D,3,01/04/2007,978.64,QLD,"Transport and Design Professionals, and Architects"
2E,3,01/04/2007,2713.36,QLD,Engineers
2F,3,01/04/2007,377,QLD,Science Professionals and Veterinarians
2G,3,01/04/2007,459.76,QLD,Health Diagnostic and Therapy Professionals
2H,3,01/04/2007,869.3,QLD,Medical Practitioners and Nurses
3,2,01/04/2007,8715.3,QLD,TECHNICIANS AND TRADES WORKERS
31,3,01/04/2007,2246.66,QLD,"Engineering, ICT and Science Technicians"
32,3,01/04/2007,1988.37,QLD,Automotive and Engineering Trades Workers
33,3,01/04/2007,1187.86,QLD,Construction Trades Workers
34,3,01/04/2007,817.38,QLD,Electrotechnology and Telecommunications Trades Workers
35,3,01/04/2007,1437.59,QLD,Food Trades Workers
36,3,01/04/2007,252.29,QLD,Skilled Animal and Horticultural Workers
3A,3,01/04/2007,632.59,QLD,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/04/2007,150.55,QLD,"Jewellers, Arts and Other Trades Workers"
4,2,01/04/2007,3892.3,QLD,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/04/2007,220.78,QLD,Health and Welfare Support Workers
42,3,01/04/2007,1154.38,QLD,Carers and Aides
43,3,01/04/2007,1660.16,QLD,Hospitality Workers
44,3,01/04/2007,318.12,QLD,Protective Service Workers
45,3,01/04/2007,596.23,QLD,"Sports, Travel and Personal Service Workers"
5,2,01/04/2007,11963.44,QLD,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/04/2007,2583.68,QLD,Numerical Clerks
56,3,01/04/2007,375.11,QLD,Clerical and Office Support Workers
59,3,01/04/2007,1200.69,QLD,Other Clerical and Administrative Workers
5A,3,01/04/2007,2123.22,QLD,"Office Managers, Administrators and Secretaries"
5B,3,01/04/2007,5647.86,QLD,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/04/2007,6074.84,QLD,SALES WORKERS
61,3,01/04/2007,1807.62,QLD,Sales Representatives and Agents
62,3,01/04/2007,3718.61,QLD,Sales Assistants and Salespersons
63,3,01/04/2007,609.74,QLD,Sales Support Workers
7,2,01/04/2007,4162.11,QLD,MACHINERY OPERATORS AND DRIVERS
71,3,01/04/2007,793.89,QLD,Machine and Stationary Plant Operators
72,3,01/04/2007,794.65,QLD,Mobile Plant Operators
7A,3,01/04/2007,2599.3,QLD,Drivers and Storepersons
8,2,01/04/2007,8985.97,QLD,LABOURERS
81,3,01/04/2007,1496.59,QLD,Cleaners and Laundry Workers
82,3,01/04/2007,646.79,QLD,Construction and Mining Labourers
83,3,01/04/2007,1126.38,QLD,Factory Process Workers
84,3,01/04/2007,661.13,QLD,"Farm, Forestry and Garden Workers"
85,3,01/04/2007,786.97,QLD,Food Preparation Assistants
89,3,01/04/2007,4345.13,QLD,Other Labourers
0,1,01/04/2007,14759.33,SA,SA TOTAL
1,2,01/04/2007,1266.82,SA,MANAGERS
11,3,01/04/2007,45.87,SA,"Chief Executives, Managing Directors & Legislators"
12,3,01/04/2007,11.19,SA,Farmers and Farm Managers
14,3,01/04/2007,326.54,SA,"Hospitality, Retail and Service Managers"
1A,3,01/04/2007,451.54,SA,Corporate Managers
1B,3,01/04/2007,332.12,SA,"Construction, Production and Distribution Managers"
1C,3,01/04/2007,90.54,SA,"Health, Education, ICT and Other Managers"
2,2,01/04/2007,2483.91,SA,PROFESSIONALS
